分拣中心,日期,货量
SC27,2023-09-14,4483
SC27,2023-09-15,4419
SC27,2023-09-16,4462
SC27,2023-09-17,4480
SC27,2023-09-18,5031
SC27,2023-09-19,5674
SC27,2023-09-20,5663
SC27,2023-09-21,5394
SC27,2023-09-22,5316
SC27,2023-09-23,5459
SC27,2023-09-24,5204
SC27,2023-09-25,5448
SC27,2023-09-26,5387
SC27,2023-09-27,5264
SC27,2023-09-28,4238
SC27,2023-09-29,3727
SC27,2023-09-30,3477
SC27,2023-10-01,3413
SC27,2023-10-02,3236
SC27,2023-10-03,3096
SC27,2023-10-04,3160
SC27,2023-10-05,3452
SC27,2023-10-06,3572
SC27,2023-10-07,4029
SC27,2023-10-08,3816
SC27,2023-10-09,3581
SC27,2023-10-10,3491
SC27,2023-10-11,3550
SC27,2023-10-12,3548
SC27,2023-10-13,3540
SC27,2023-10-14,3441
SC27,2023-10-15,3271
SC27,2023-10-16,3806
SC27,2023-10-17,3657
SC27,2023-10-18,3454
SC27,2023-10-19,3830
SC27,2023-10-20,4610
SC27,2023-10-21,3421
SC27,2023-10-22,3130
SC27,2023-10-23,4847
SC27,2023-10-24,8878
SC27,2023-10-25,5209
SC27,2023-10-26,4575
SC27,2023-10-27,4666
SC27,2023-10-28,4179
SC27,2023-10-29,3893
SC27,2023-10-30,4326
SC27,2023-10-31,6157
SC27,2023-11-02,8757
SC27,2023-11-03,6401
SC27,2023-11-04,6179
SC27,2023-11-05,5171
SC27,2023-11-06,5214
SC27,2023-11-07,5192
SC27,2023-11-08,6034
SC27,2023-11-09,5097
SC27,2023-11-10,6432
SC27,2023-11-13,6151
SC27,2023-11-14,5120
SC27,2023-11-15,3564
SC27,2023-11-16,4071
SC27,2023-11-17,3912
SC27,2023-11-18,3378
SC27,2023-11-19,3104
SC27,2023-11-20,3427
SC27,2023-11-21,3571
SC27,2023-11-22,3400
SC27,2023-11-23,3291
SC27,2023-11-24,3340
SC27,2023-11-25,3125
SC27,2023-11-26,3277
SC27,2023-11-27,3562
SC27,2023-11-28,3382
SC27,2023-11-29,3616
SC27,2023-11-30,3909
SC25,2023-08-01,38119
SC25,2023-08-02,37993
SC25,2023-08-03,38455
SC25,2023-08-04,40148
SC25,2023-08-05,36873
SC25,2023-08-06,34342
SC25,2023-08-07,32858
SC25,2023-08-08,33517
SC25,2023-08-09,35112
SC25,2023-08-10,37007
SC25,2023-08-11,36021
SC25,2023-08-12,35196
SC25,2023-08-13,30555
SC25,2023-08-14,34205
SC25,2023-08-15,37679
SC25,2023-08-16,36937
SC25,2023-08-17,36917
SC25,2023-08-18,37118
SC25,2023-08-19,35774
SC25,2023-08-20,32471
SC25,2023-08-21,34122
SC25,2023-08-22,36146
SC25,2023-08-23,37274
SC25,2023-08-24,37827
SC25,2023-08-25,38254
SC25,2023-08-26,37059
SC25,2023-08-27,35893
SC25,2023-08-28,33666
SC25,2023-08-29,40332
SC25,2023-08-30,36016
SC25,2023-08-31,42177
SC25,2023-09-01,41531
SC25,2023-09-02,41542
SC25,2023-09-03,36850
SC25,2023-09-04,38625
SC25,2023-09-05,42342
SC25,2023-09-06,43597
SC25,2023-09-07,41395
SC25,2023-09-08,41701
SC25,2023-09-09,38158
SC25,2023-09-10,37697
SC25,2023-09-11,39157
SC25,2023-09-12,43383
SC25,2023-09-13,45108
SC25,2023-09-14,43405
SC25,2023-09-15,43379
SC25,2023-09-16,43946
SC25,2023-09-17,39770
SC25,2023-09-18,42831
SC25,2023-09-19,45437
SC25,2023-09-20,49246
SC25,2023-09-21,48315
SC25,2023-09-22,47963
SC25,2023-09-23,47129
SC25,2023-09-24,44643
SC25,2023-09-25,46761
SC25,2023-09-26,51937
SC25,2023-09-27,48810
SC25,2023-09-28,48277
SC25,2023-09-29,40354
SC25,2023-09-30,34247
SC25,2023-10-01,34195
SC25,2023-10-02,30116
SC25,2023-10-03,29034
SC25,2023-10-04,28705
SC25,2023-10-05,34846
SC25,2023-10-06,35736
SC25,2023-10-07,35433
SC25,2023-10-08,40530
SC25,2023-10-09,40650
SC25,2023-10-10,40626
SC25,2023-10-11,41118
SC25,2023-10-12,41261
SC25,2023-10-13,40143
SC25,2023-10-14,39074
SC25,2023-10-15,36919
SC25,2023-10-16,39624
SC25,2023-10-17,40986
SC25,2023-10-18,43255
SC25,2023-10-19,42760
SC25,2023-10-20,44917
SC25,2023-10-21,39013
SC25,2023-10-22,36865
SC25,2023-10-23,42089
SC25,2023-10-24,54992
SC25,2023-10-25,49083
SC25,2023-10-26,49451
SC25,2023-10-27,48425
SC25,2023-10-28,44735
SC25,2023-10-29,41309
SC25,2023-10-30,40392
SC25,2023-10-31,43099
SC25,2023-11-02,57261
SC25,2023-11-03,51930
SC25,2023-11-04,47537
SC25,2023-11-05,47651
SC25,2023-11-06,47774
SC25,2023-11-07,50717
SC25,2023-11-08,52404
SC25,2023-11-09,52035
SC25,2023-11-10,45969
SC25,2023-11-13,54172
SC25,2023-11-14,51992
SC25,2023-11-15,47991
SC25,2023-11-16,48922
SC25,2023-11-17,46805
SC25,2023-11-18,44735
SC25,2023-11-19,42092
SC25,2023-11-20,45621
SC25,2023-11-21,49837
SC25,2023-11-22,46387
SC25,2023-11-23,48049
SC25,2023-11-24,43751
SC25,2023-11-25,42517
SC25,2023-11-26,39951
SC25,2023-11-27,43155
SC25,2023-11-28,45758
SC25,2023-11-29,45638
SC25,2023-11-30,45795
SC38,2023-08-01,3696
SC38,2023-08-02,3708
SC38,2023-08-03,3461
SC38,2023-08-04,3378
SC38,2023-08-05,3325
SC38,2023-08-06,3274
SC38,2023-08-07,3429
SC38,2023-08-08,3585
SC38,2023-08-09,3726
SC38,2023-08-10,3593
SC38,2023-08-11,3515
SC38,2023-08-12,3307
SC38,2023-08-13,3177
SC38,2023-08-14,3617
SC38,2023-08-15,3687
SC38,2023-08-16,3620
SC38,2023-08-17,3680
SC38,2023-08-18,3657
SC38,2023-08-19,3582
SC38,2023-08-20,3360
SC38,2023-08-21,3690
SC38,2023-08-22,3544
SC38,2023-08-23,3733
SC38,2023-08-24,3806
SC38,2023-08-25,3810
SC38,2023-08-26,3633
SC38,2023-08-27,3663
SC38,2023-08-28,3842
SC38,2023-08-29,3836
SC38,2023-08-30,3789
SC38,2023-08-31,3692
SC38,2023-09-01,4828
SC38,2023-09-02,4288
SC38,2023-09-03,3817
SC38,2023-09-04,4162
SC38,2023-09-05,3970
SC38,2023-09-06,4337
SC38,2023-09-07,4806
SC38,2023-09-08,4337
SC38,2023-09-09,4286
SC38,2023-09-10,3559
SC38,2023-09-11,3863
SC38,2023-09-12,3904
SC38,2023-09-13,3979
SC38,2023-09-14,4049
SC38,2023-09-15,4015
SC38,2023-09-16,4189
SC38,2023-09-17,3830
SC38,2023-09-18,4047
SC38,2023-09-19,4261
SC38,2023-09-20,4459
SC38,2023-09-21,4460
SC38,2023-09-22,4258
SC38,2023-09-23,4028
SC38,2023-09-24,4242
SC38,2023-09-25,4265
SC38,2023-09-26,4416
SC38,2023-09-27,4189
SC38,2023-09-28,3738
SC38,2023-09-29,3497
SC38,2023-09-30,3283
SC38,2023-10-01,3187
SC38,2023-10-02,3091
SC38,2023-10-03,3183
SC38,2023-10-04,3358
SC38,2023-10-05,3412
SC38,2023-10-06,3752
SC38,2023-10-07,4206
SC38,2023-10-08,4047
SC38,2023-10-09,3441
SC38,2023-10-10,4312
SC38,2023-10-11,3887
SC38,2023-10-12,3786
SC38,2023-10-13,3651
SC38,2023-10-14,3582
SC38,2023-10-15,3416
SC38,2023-10-16,3886
SC38,2023-10-17,3835
SC38,2023-10-18,3730
SC38,2023-10-19,4109
SC38,2023-10-20,4256
SC38,2023-10-21,3733
SC38,2023-10-22,3542
SC38,2023-10-23,5055
SC38,2023-10-24,8662
SC38,2023-10-25,5764
SC38,2023-10-26,5005
SC38,2023-10-27,5308
SC38,2023-10-28,5025
SC38,2023-10-29,4443
SC38,2023-10-30,4634
SC38,2023-10-31,6540
SC38,2023-11-02,7010
SC38,2023-11-03,5674
SC38,2023-11-04,5393
SC38,2023-11-05,4989
SC38,2023-11-06,5139
SC38,2023-11-07,5339
SC38,2023-11-08,5395
SC38,2023-11-09,4768
SC38,2023-11-10,6938
SC38,2023-11-12,7509
SC38,2023-11-13,4196
SC38,2023-11-14,3416
SC38,2023-11-15,3394
SC38,2023-11-16,3579
SC38,2023-11-17,3408
SC38,2023-11-18,3380
SC38,2023-11-19,3469
SC38,2023-11-20,3783
SC38,2023-11-21,3880
SC38,2023-11-22,3621
SC38,2023-11-23,3659
SC38,2023-11-24,3552
SC38,2023-11-25,3566
SC38,2023-11-26,3469
SC38,2023-11-27,3804
SC38,2023-11-28,3875
SC38,2023-11-29,3889
SC38,2023-11-30,3893
SC41,2023-08-01,1714
SC41,2023-08-02,1741
SC41,2023-08-03,1789
SC41,2023-08-04,1723
SC41,2023-08-05,1654
SC41,2023-08-06,1599
SC41,2023-08-07,1725
SC41,2023-08-08,1712
SC41,2023-08-09,1919
SC41,2023-08-10,1759
SC41,2023-08-11,1764
SC41,2023-08-12,1827
SC41,2023-08-13,1823
SC41,2023-08-14,2003
SC41,2023-08-15,1912
SC41,2023-08-16,1912
SC41,2023-08-17,1942
SC41,2023-08-18,1916
SC41,2023-08-19,1834
SC41,2023-08-20,1856
SC41,2023-08-21,2025
SC41,2023-08-22,2257
SC41,2023-08-23,2133
SC41,2023-08-24,108
SC41,2023-08-25,4418
SC41,2023-08-26,3199
SC41,2023-08-27,2134
SC41,2023-08-28,2215
SC41,2023-08-29,2107
SC41,2023-08-30,2224
SC41,2023-08-31,1956
SC41,2023-09-01,1916
SC41,2023-09-02,2119
SC41,2023-09-03,1954
SC41,2023-09-04,2145
SC41,2023-09-05,2142
SC41,2023-09-06,2083
SC41,2023-09-07,2092
SC41,2023-09-08,1808
SC41,2023-09-09,3073
SC41,2023-09-10,2042
SC41,2023-09-11,2271
SC41,2023-09-12,2190
SC41,2023-09-13,2062
SC41,2023-09-14,2187
SC41,2023-09-15,2051
SC41,2023-09-16,1915
SC41,2023-09-17,1896
SC41,2023-09-18,2051
SC41,2023-09-19,1993
SC41,2023-09-20,1805
SC41,2023-09-21,1748
SC41,2023-09-22,1692
SC41,2023-09-23,1699
SC41,2023-09-24,1722
SC41,2023-09-25,1894
SC41,2023-09-26,1779
SC41,2023-09-27,1845
SC41,2023-09-28,1632
SC41,2023-09-29,1425
SC41,2023-09-30,1473
SC41,2023-10-01,1612
SC41,2023-10-02,1565
SC41,2023-10-03,1562
SC41,2023-10-04,1727
SC41,2023-10-05,1743
SC41,2023-10-06,1859
SC41,2023-10-07,2132
SC41,2023-10-08,1898
SC41,2023-10-09,1801
SC41,2023-10-10,1819
SC41,2023-10-11,1821
SC41,2023-10-12,1769
SC41,2023-10-13,1716
SC41,2023-10-14,1609
SC41,2023-10-15,1511
SC41,2023-10-16,1954
SC41,2023-10-17,1748
SC41,2023-10-18,1674
SC41,2023-10-19,1611
SC41,2023-10-20,1548
SC41,2023-10-21,1393
SC41,2023-10-22,1374
SC41,2023-10-23,1440
SC41,2023-10-24,3888
SC41,2023-10-25,2919
SC41,2023-10-26,2411
SC41,2023-10-27,2454
SC41,2023-10-28,2623
SC41,2023-10-29,2332
SC41,2023-10-30,2437
SC41,2023-10-31,3921
SC41,2023-11-02,3143
SC41,2023-11-03,2767
SC41,2023-11-04,2248
SC41,2023-11-05,2124
SC41,2023-11-06,2157
SC41,2023-11-07,2264
SC41,2023-11-08,2148
SC41,2023-11-09,2191
SC41,2023-11-10,3504
SC41,2023-11-12,4306
SC41,2023-11-13,1918
SC41,2023-11-14,1505
SC41,2023-11-15,1437
SC41,2023-11-16,1734
SC41,2023-11-17,1382
SC41,2023-11-18,1348
SC41,2023-11-19,1378
SC41,2023-11-20,1602
SC41,2023-11-21,1531
SC41,2023-11-22,1507
SC41,2023-11-23,1585
SC41,2023-11-24,1527
SC41,2023-11-25,1558
SC41,2023-11-26,1484
SC41,2023-11-27,1587
SC41,2023-11-28,1652
SC41,2023-11-29,1654
SC41,2023-11-30,1576
SC51,2023-08-01,9574
SC51,2023-08-02,10043
SC51,2023-08-03,9403
SC51,2023-08-04,9645
SC51,2023-08-05,9401
SC51,2023-08-06,8871
SC51,2023-08-07,8561
SC51,2023-08-08,8950
SC51,2023-08-09,9478
SC51,2023-08-10,9262
SC51,2023-08-11,9110
SC51,2023-08-12,9202
SC51,2023-08-13,8487
SC51,2023-08-14,8476
SC51,2023-08-15,9353
SC51,2023-08-16,9778
SC51,2023-08-17,9672
SC51,2023-08-18,9809
SC51,2023-08-19,9962
SC51,2023-08-20,9505
SC51,2023-08-21,9499
SC51,2023-08-22,10184
SC51,2023-08-23,9997
SC51,2023-08-24,10128
SC51,2023-08-25,10574
SC51,2023-08-26,9998
SC51,2023-08-27,9613
SC51,2023-08-28,9669
SC51,2023-08-29,10584
SC51,2023-08-30,10551
SC51,2023-08-31,11061
SC51,2023-09-01,11220
SC51,2023-09-02,12294
SC51,2023-09-03,10928
SC51,2023-09-04,10870
SC51,2023-09-05,11268
SC51,2023-09-06,11841
SC51,2023-09-07,12231
SC51,2023-09-08,11996
SC51,2023-09-09,11255
SC51,2023-09-10,10982
SC51,2023-09-11,10419
SC51,2023-09-12,10991
SC51,2023-09-13,11473
SC51,2023-09-14,11328
SC51,2023-09-15,11424
SC51,2023-09-16,11624
SC51,2023-09-17,11171
SC51,2023-09-18,11107
SC51,2023-09-19,11595
SC51,2023-09-20,11807
SC51,2023-09-21,11985
SC51,2023-09-22,12509
SC51,2023-09-23,11901
SC51,2023-09-24,11838
SC51,2023-09-25,12036
SC51,2023-09-26,12851
SC51,2023-09-27,12601
SC51,2023-09-28,11656
SC51,2023-09-29,9022
SC51,2023-09-30,9001
SC51,2023-10-01,8757
SC51,2023-10-02,7732
SC51,2023-10-03,7390
SC51,2023-10-04,7830
SC51,2023-10-05,8395
SC51,2023-10-06,9367
SC51,2023-10-07,9755
SC51,2023-10-08,10453
SC51,2023-10-09,10861
SC51,2023-10-10,10879
SC51,2023-10-11,10544
SC51,2023-10-12,10438
SC51,2023-10-13,10725
SC51,2023-10-14,10296
SC51,2023-10-15,10028
SC51,2023-10-16,9866
SC51,2023-10-17,10486
SC51,2023-10-18,10674
SC51,2023-10-19,10397
SC51,2023-10-20,11062
SC51,2023-10-21,10874
SC51,2023-10-22,9684
SC51,2023-10-23,9932
SC51,2023-10-24,15082
SC51,2023-10-25,15652
SC51,2023-10-26,12629
SC51,2023-10-27,13009
SC51,2023-10-28,12462
SC51,2023-10-29,11821
SC51,2023-10-30,11049
SC51,2023-10-31,12295
SC51,2023-11-02,19488
SC51,2023-11-03,16458
SC51,2023-11-04,15144
SC51,2023-11-05,14649
SC51,2023-11-06,13339
SC51,2023-11-07,13792
SC51,2023-11-08,13961
SC51,2023-11-09,14586
SC51,2023-11-10,13804
SC51,2023-11-13,19071
SC51,2023-11-14,14909
SC51,2023-11-15,13104
SC51,2023-11-16,12649
SC51,2023-11-17,12964
SC51,2023-11-18,12114
SC51,2023-11-19,11151
SC51,2023-11-20,10838
SC51,2023-11-21,11498
SC51,2023-11-22,11690
SC51,2023-11-23,11048
SC51,2023-11-24,11398
SC51,2023-11-25,10942
SC51,2023-11-26,10246
SC51,2023-11-27,10976
SC51,2023-11-28,11333
SC51,2023-11-29,11471
SC51,2023-11-30,11278
SC28,2023-08-01,292
SC28,2023-08-02,296
SC28,2023-08-03,331
SC28,2023-08-04,357
SC28,2023-08-05,423
SC28,2023-08-06,396
SC28,2023-08-07,379
SC28,2023-08-08,403
SC28,2023-08-09,449
SC28,2023-08-10,473
SC28,2023-08-11,492
SC28,2023-08-12,581
SC28,2023-08-13,586
SC28,2023-08-14,625
SC28,2023-08-15,666
SC28,2023-08-16,697
SC28,2023-08-17,700
SC28,2023-08-18,687
SC28,2023-08-19,757
SC28,2023-08-20,778
SC28,2023-08-21,816
SC28,2023-08-22,747
SC28,2023-08-23,782
SC28,2023-08-24,817
SC28,2023-08-25,832
SC28,2023-08-26,913
SC28,2023-08-27,959
SC28,2023-08-28,929
SC28,2023-08-29,964
SC28,2023-08-30,1168
SC28,2023-08-31,1221
SC28,2023-09-01,1360
SC28,2023-09-02,1678
SC28,2023-09-03,1684
SC28,2023-09-04,1368
SC28,2023-09-05,1144
SC28,2023-09-06,1063
SC28,2023-09-07,1051
SC28,2023-09-08,1002
SC28,2023-09-09,1058
SC28,2023-09-10,1035
SC28,2023-09-11,972
SC28,2023-09-12,920
SC28,2023-09-13,927
SC28,2023-09-14,924
SC28,2023-09-15,940
SC28,2023-09-16,1066
SC28,2023-09-17,1029
SC28,2023-09-18,1007
SC28,2023-09-19,976
SC28,2023-09-20,977
SC28,2023-09-21,949
SC28,2023-09-22,1074
SC28,2023-09-23,1284
SC28,2023-09-24,1287
SC28,2023-09-25,1229
SC28,2023-09-26,1166
SC28,2023-09-27,1108
SC28,2023-09-28,977
SC28,2023-09-29,982
SC28,2023-09-30,966
SC28,2023-10-01,934
SC28,2023-10-02,901
SC28,2023-10-03,950
SC28,2023-10-04,995
SC28,2023-10-05,1226
SC28,2023-10-06,1375
SC28,2023-10-07,1649
SC28,2023-10-08,1693
SC28,2023-10-09,1469
SC28,2023-10-10,1331
SC28,2023-10-11,1169
SC28,2023-10-12,1145
SC28,2023-10-13,1174
SC28,2023-10-14,1313
SC28,2023-10-15,1164
SC28,2023-10-16,1080
SC28,2023-10-17,992
SC28,2023-10-18,894
SC28,2023-10-19,825
SC28,2023-10-20,900
SC28,2023-10-21,1006
SC28,2023-10-22,881
SC28,2023-10-23,1291
SC28,2023-10-24,1979
SC28,2023-10-25,1386
SC28,2023-10-26,1140
SC28,2023-10-27,1035
SC28,2023-10-28,1054
SC28,2023-10-29,1002
SC28,2023-10-30,999
SC28,2023-10-31,1618
SC28,2023-11-01,2197
SC28,2023-11-02,1412
SC28,2023-11-03,1268
SC28,2023-11-04,1209
SC28,2023-11-05,1268
SC28,2023-11-06,1397
SC28,2023-11-07,1646
SC28,2023-11-08,1639
SC28,2023-11-09,1662
SC28,2023-11-10,2405
SC28,2023-11-14,2208
SC28,2023-11-15,1838
SC28,2023-11-16,1617
SC28,2023-11-17,1357
SC28,2023-11-18,1355
SC28,2023-11-19,1131
SC28,2023-11-20,1111
SC28,2023-11-21,943
SC28,2023-11-22,885
SC28,2023-11-23,950
SC28,2023-11-24,949
SC28,2023-11-25,968
SC28,2023-11-26,937
SC28,2023-11-27,916
SC28,2023-11-28,965
SC28,2023-11-29,937
SC28,2023-11-30,1044
SC6,2023-08-01,22827
SC6,2023-08-02,23462
SC6,2023-08-03,22994
SC6,2023-08-04,21898
SC6,2023-08-05,21795
SC6,2023-08-06,21596
SC6,2023-08-07,20656
SC6,2023-08-08,21744
SC6,2023-08-09,23352
SC6,2023-08-10,23231
SC6,2023-08-11,23027
SC6,2023-08-12,22109
SC6,2023-08-13,21015
SC6,2023-08-14,21727
SC6,2023-08-15,23094
SC6,2023-08-16,23886
SC6,2023-08-17,24085
SC6,2023-08-18,24909
SC6,2023-08-19,24634
SC6,2023-08-20,23193
SC6,2023-08-21,24321
SC6,2023-08-22,24365
SC6,2023-08-23,25156
SC6,2023-08-24,25775
SC6,2023-08-25,24512
SC6,2023-08-26,24672
SC6,2023-08-27,23736
SC6,2023-08-28,24021
SC6,2023-08-29,24570
SC6,2023-08-30,24373
SC6,2023-08-31,25837
SC6,2023-09-01,26811
SC6,2023-09-02,26412
SC6,2023-09-03,24890
SC6,2023-09-04,24731
SC6,2023-09-05,26077
SC6,2023-09-06,27000
SC6,2023-09-07,27679
SC6,2023-09-08,27228
SC6,2023-09-09,26572
SC6,2023-09-10,24518
SC6,2023-09-11,24591
SC6,2023-09-12,25436
SC6,2023-09-13,26855
SC6,2023-09-14,26190
SC6,2023-09-15,26521
SC6,2023-09-16,27145
SC6,2023-09-17,26703
SC6,2023-09-18,26290
SC6,2023-09-19,24218
SC6,2023-09-20,31141
SC6,2023-09-21,31468
SC6,2023-09-22,29816
SC6,2023-09-23,29731
SC6,2023-09-24,28800
SC6,2023-09-25,27935
SC6,2023-09-26,29649
SC6,2023-09-27,30697
SC6,2023-09-28,28163
SC6,2023-09-29,25032
SC6,2023-09-30,22922
SC6,2023-10-01,21342
SC6,2023-10-02,20092
SC6,2023-10-03,19277
SC6,2023-10-04,21074
SC6,2023-10-05,23334
SC6,2023-10-06,23631
SC6,2023-10-07,25780
SC6,2023-10-08,27935
SC6,2023-10-09,28753
SC6,2023-10-10,28312
SC6,2023-10-11,28243
SC6,2023-10-12,28321
SC6,2023-10-13,28041
SC6,2023-10-14,27294
SC6,2023-10-15,25774
SC6,2023-10-16,27144
SC6,2023-10-17,28488
SC6,2023-10-18,27605
SC6,2023-10-19,27722
SC6,2023-10-20,28453
SC6,2023-10-21,28773
SC6,2023-10-22,25122
SC6,2023-10-23,26918
SC6,2023-10-24,42313
SC6,2023-10-25,41829
SC6,2023-10-26,33805
SC6,2023-10-27,32151
SC6,2023-10-28,33254
SC6,2023-10-29,29697
SC6,2023-10-30,28932
SC6,2023-10-31,29746
SC6,2023-11-03,40844
SC6,2023-11-04,37426
SC6,2023-11-05,33781
SC6,2023-11-06,33680
SC6,2023-11-07,35228
SC6,2023-11-08,37105
SC6,2023-11-09,39140
SC6,2023-11-10,37211
SC6,2023-11-13,38737
SC6,2023-11-14,35173
SC6,2023-11-15,34653
SC6,2023-11-16,33633
SC6,2023-11-17,32523
SC6,2023-11-18,32298
SC6,2023-11-19,30395
SC6,2023-11-20,29233
SC6,2023-11-21,30689
SC6,2023-11-22,31203
SC6,2023-11-23,29867
SC6,2023-11-24,29997
SC6,2023-11-25,29554
SC6,2023-11-26,28392
SC6,2023-11-27,28319
SC6,2023-11-28,29614
SC6,2023-11-29,29678
SC6,2023-11-30,28131
SC48,2023-08-01,685
SC48,2023-08-02,697
SC48,2023-08-03,657
SC48,2023-08-04,673
SC48,2023-08-05,754
SC48,2023-08-06,664
SC48,2023-08-07,683
SC48,2023-08-08,649
SC48,2023-08-09,737
SC48,2023-08-10,698
SC48,2023-08-11,774
SC48,2023-08-12,696
SC48,2023-08-13,599
SC48,2023-08-14,659
SC48,2023-08-15,704
SC48,2023-08-16,690
SC48,2023-08-17,658
SC48,2023-08-18,710
SC48,2023-08-19,692
SC48,2023-08-20,648
SC48,2023-08-21,714
SC48,2023-08-22,693
SC48,2023-08-23,704
SC48,2023-08-24,715
SC48,2023-08-25,787
SC48,2023-08-26,716
SC48,2023-08-27,704
SC48,2023-08-28,716
SC48,2023-08-29,704
SC48,2023-08-30,683
SC48,2023-08-31,691
SC48,2023-09-01,982
SC48,2023-09-02,896
SC48,2023-09-03,796
SC48,2023-09-04,807
SC48,2023-09-05,723
SC48,2023-09-06,722
SC48,2023-09-07,824
SC48,2023-09-08,819
SC48,2023-09-09,824
SC48,2023-09-10,734
SC48,2023-09-11,753
SC48,2023-09-12,715
SC48,2023-09-13,706
SC48,2023-09-14,743
SC48,2023-09-15,730
SC48,2023-09-16,766
SC48,2023-09-17,715
SC48,2023-09-18,751
SC48,2023-09-19,706
SC48,2023-09-20,725
SC48,2023-09-21,708
SC48,2023-09-22,713
SC48,2023-09-23,724
SC48,2023-09-24,686
SC48,2023-09-25,785
SC48,2023-09-26,842
SC48,2023-09-27,818
SC48,2023-09-28,798
SC48,2023-09-29,844
SC48,2023-09-30,913
SC48,2023-10-01,847
SC48,2023-10-02,761
SC48,2023-10-03,707
SC48,2023-10-04,741
SC48,2023-10-05,775
SC48,2023-10-06,730
SC48,2023-10-07,786
SC48,2023-10-08,820
SC48,2023-10-09,719
SC48,2023-10-10,737
SC48,2023-10-11,754
SC48,2023-10-12,731
SC48,2023-10-13,738
SC48,2023-10-14,726
SC48,2023-10-15,690
SC48,2023-10-16,707
SC48,2023-10-17,739
SC48,2023-10-18,665
SC48,2023-10-19,643
SC48,2023-10-20,646
SC48,2023-10-21,674
SC48,2023-10-22,550
SC48,2023-10-23,590
SC48,2023-10-25,1001
SC48,2023-10-26,828
SC48,2023-10-27,835
SC48,2023-10-28,748
SC48,2023-10-29,692
SC48,2023-10-30,675
SC48,2023-10-31,588
SC48,2023-11-02,1187
SC48,2023-11-03,940
SC48,2023-11-04,1005
SC48,2023-11-05,769
SC48,2023-11-06,811
SC48,2023-11-07,990
SC48,2023-11-08,784
SC48,2023-11-09,771
SC48,2023-11-10,663
SC48,2023-11-12,1776
SC48,2023-11-13,780
SC48,2023-11-14,712
SC48,2023-11-15,692
SC48,2023-11-16,754
SC48,2023-11-17,781
SC48,2023-11-18,795
SC48,2023-11-19,601
SC48,2023-11-20,690
SC48,2023-11-21,628
SC48,2023-11-22,621
SC48,2023-11-23,621
SC48,2023-11-24,624
SC48,2023-11-25,651
SC48,2023-11-26,583
SC48,2023-11-27,637
SC48,2023-11-28,613
SC48,2023-11-29,597
SC48,2023-11-30,596
SC16,2023-08-01,2202
SC16,2023-08-02,1926
SC16,2023-08-03,1635
SC16,2023-08-04,2423
SC16,2023-08-05,2198
SC16,2023-08-06,1710
SC16,2023-08-07,1615
SC16,2023-08-08,1607
SC16,2023-08-09,1461
SC16,2023-08-10,1707
SC16,2023-08-11,2070
SC16,2023-08-12,1900
SC16,2023-08-13,1466
SC16,2023-08-14,1504
SC16,2023-08-15,1697
SC16,2023-08-16,1695
SC16,2023-08-17,1782
SC16,2023-08-18,2259
SC16,2023-08-19,1989
SC16,2023-08-20,1611
SC16,2023-08-21,1592
SC16,2023-08-22,1673
SC16,2023-08-23,1659
SC16,2023-08-24,2050
SC16,2023-08-25,2623
SC16,2023-08-26,2219
SC16,2023-08-27,1705
SC16,2023-08-28,1713
SC16,2023-08-29,1916
SC16,2023-08-30,1847
SC16,2023-08-31,1847
SC16,2023-09-01,3470
SC16,2023-09-02,3114
SC16,2023-09-03,2312
SC16,2023-09-04,2309
SC16,2023-09-05,2196
SC16,2023-09-06,2235
SC16,2023-09-07,3261
SC16,2023-09-08,3170
SC16,2023-09-09,3162
SC16,2023-09-10,2371
SC16,2023-09-11,2275
SC16,2023-09-12,2443
SC16,2023-09-13,2316
SC16,2023-09-14,2524
SC16,2023-09-15,3040
SC16,2023-09-16,3150
SC16,2023-09-17,2571
SC16,2023-09-18,2593
SC16,2023-09-19,2911
SC16,2023-09-20,3428
SC16,2023-09-21,3292
SC16,2023-09-22,3431
SC16,2023-09-23,4096
SC16,2023-09-24,3800
SC16,2023-09-25,3733
SC16,2023-09-26,3762
SC16,2023-09-27,3917
SC16,2023-09-28,3735
SC16,2023-09-29,2570
SC16,2023-09-30,1846
SC16,2023-10-01,1808
SC16,2023-10-02,1438
SC16,2023-10-03,1409
SC16,2023-10-04,1330
SC16,2023-10-05,1614
SC16,2023-10-06,1885
SC16,2023-10-07,2005
SC16,2023-10-08,2015
SC16,2023-10-09,1777
SC16,2023-10-10,1892
SC16,2023-10-11,2005
SC16,2023-10-12,2016
SC16,2023-10-13,2489
SC16,2023-10-14,2200
SC16,2023-10-15,2097
SC16,2023-10-16,1876
SC16,2023-10-17,2464
SC16,2023-10-18,1891
SC16,2023-10-19,2257
SC16,2023-10-20,3820
SC16,2023-10-21,2399
SC16,2023-10-22,1807
SC16,2023-10-23,3022
SC16,2023-10-24,5044
SC16,2023-10-25,3224
SC16,2023-10-26,2648
SC16,2023-10-27,4392
SC16,2023-10-28,3352
SC16,2023-10-29,2745
SC16,2023-10-30,2405
SC16,2023-10-31,3818
SC16,2023-11-02,5520
SC16,2023-11-03,3859
SC16,2023-11-04,4045
SC16,2023-11-05,3372
SC16,2023-11-06,2459
SC16,2023-11-07,3631
SC16,2023-11-08,3377
SC16,2023-11-09,2661
SC16,2023-11-10,3158
SC16,2023-11-14,5552
